"flight_id","город_отправления","город_прибытия","data","bus","eco","comf","total","lost_total","lost_share_pct","kol_pas","proc_zap"
19594,Новосибирск,Москва,2017-06-17 14:20:00.000 +0300,756000.00,2660000.00,523600.00,9954000.00,3939600.00,28.36,287,71.39
19654,Новосибирск,Москва,2017-06-09 14:20:00.000 +0300,756000.00,2660000.00,523600.00,9956800.00,3939600.00,28.35,287,71.39
19619,Новосибирск,Москва,2017-06-25 14:20:00.000 +0300,672000.00,2520000.00,714000.00,9998800.00,3906000.00,28.09,289,71.89
60683,Сочи,Москва,2017-05-24 18:15:00.000 +0300,757800.00,2576000.00,549700.00,3072500.00,3883500.00,55.83,177,44.03
10487,Москва,Новосибирск,2017-07-07 11:45:00.000 +0300,504000.00,2604000.00,761600.00,10029600.00,3869600.00,27.84,287,71.39
10464,Москва,Новосибирск,2017-07-12 11:45:00.000 +0300,672000.00,2464000.00,714000.00,10052000.00,3850000.00,27.69,291,72.39
10436,Москва,Новосибирск,2017-06-03 11:45:00.000 +0300,756000.00,2520000.00,571200.00,10052000.00,3847200.00,27.68,291,72.39
10474,Москва,Новосибирск,2017-08-04 11:45:00.000 +0300,420000.00,2856000.00,571200.00,10060400.00,3847200.00,27.66,283,70.40
19600,Новосибирск,Москва,2017-07-08 14:20:00.000 +0300,588000.00,2492000.00,761600.00,10060400.00,3841600.00,27.63,290,72.14
10405,Москва,Новосибирск,2017-07-30 11:45:00.000 +0300,336000.00,2884000.00,618800.00,10054800.00,3838800.00,27.63,282,70.15
21577,Екатеринбург,Москва,2017-05-24 08:10:00.000 +0300,646500.00,2548800.00,634400.00,3309900.00,3829700.00,53.64,184,45.77
10460,Москва,Новосибирск,2017-06-11 11:45:00.000 +0300,504000.00,2744000.00,571200.00,10080000.00,3819200.00,27.48,286,71.14
10476,Москва,Новосибирск,2017-06-15 11:45:00.000 +0300,672000.00,2716000.00,428400.00,10077200.00,3816400.00,27.47,288,71.64
19503,Новосибирск,Москва,2017-05-27 11:50:00.000 +0300,669600.00,2594700.00,521400.00,10062500.00,3785700.00,27.34,290,72.14
10449,Москва,Новосибирск,2017-06-01 11:45:00.000 +0300,336000.00,2828000.00,618800.00,10116400.00,3782800.00,27.22,284,70.65
19570,Новосибирск,Москва,2017-07-04 11:50:00.000 +0300,1004400.00,2148300.00,616200.00,10087700.00,3768900.00,27.20,300,74.63
10391,Москва,Новосибирск,2017-06-10 11:45:00.000 +0300,672000.00,2380000.00,714000.00,10136000.00,3766000.00,27.09,294,73.13
19692,Новосибирск,Москва,2017-08-07 14:20:00.000 +0300,840000.00,2380000.00,523600.00,10155600.00,3743600.00,26.93,296,73.63
10423,Москва,Новосибирск,2017-08-10 11:45:00.000 +0300,756000.00,2464000.00,523600.00,10152800.00,3743600.00,26.94,294,73.13
10492,Москва,Новосибирск,2017-08-02 11:45:00.000 +0300,420000.00,2800000.00,523600.00,10158400.00,3743600.00,26.93,286,71.14
28882,Пермь,Москва,2017-05-25 18:55:00.000 +0300,700000.00,2480400.00,557200.00,2062800.00,3737600.00,64.44,142,35.32
560,Москва,Новосибирск,2017-05-26 11:05:00.000 +0300,502200.00,2427300.00,805800.00,10115700.00,3735300.00,26.97,292,72.64
60687,Сочи,Москва,2017-05-25 18:15:00.000 +0300,715700.00,2450000.00,525800.00,3261700.00,3691500.00,53.09,188,46.77
10467,Москва,Новосибирск,2017-07-05 11:45:00.000 +0300,588000.00,2576000.00,523600.00,10206000.00,3687600.00,26.54,292,72.64
10495,Москва,Новосибирск,2017-08-14 11:45:00.000 +0300,252000.00,2968000.00,380800.00,10306800.00,3600800.00,25.89,285,70.90
19651,Новосибирск,Москва,2017-07-04 14:20:00.000 +0300,588000.00,2296000.00,714000.00,10301200.00,3598000.00,25.89,298,74.13
19612,Новосибирск,Москва,2017-07-17 14:20:00.000 +0300,504000.00,2352000.00,714000.00,10332000.00,3570000.00,25.68,297,73.88
19555,Новосибирск,Москва,2017-07-02 11:50:00.000 +0300,669600.00,2315700.00,568800.00,10288500.00,3554100.00,25.68,299,74.38
10599,Москва,Екатеринбург,2017-05-17 12:50:00.000 +0300,560300.00,2376000.00,610000.00,3589100.00,3546300.00,49.70,199,49.50
19575,Новосибирск,Москва,2017-06-14 11:50:00.000 +0300,920700.00,2120400.00,474000.00,10341500.00,3515100.00,25.37,305,75.87
10468,Москва,Новосибирск,2017-07-17 11:45:00.000 +0300,756000.00,2044000.00,714000.00,10382400.00,3514000.00,25.29,305,75.87
10421,Москва,Новосибирск,2017-06-18 11:45:00.000 +0300,756000.00,2184000.00,523600.00,10441200.00,3463600.00,24.91,304,75.62
10520,Москва,Екатеринбург,2017-05-21 12:50:00.000 +0300,732700.00,2275200.00,439200.00,3692500.00,3447100.00,48.28,209,51.99
19629,Новосибирск,Москва,2017-06-01 14:20:00.000 +0300,756000.00,2156000.00,523600.00,10455200.00,3435600.00,24.73,305,75.87
19657,Новосибирск,Москва,2017-06-11 14:20:00.000 +0300,672000.00,2212000.00,523600.00,10497200.00,3407600.00,24.51,304,75.62
19482,Новосибирск,Москва,2017-07-30 11:50:00.000 +0300,585900.00,1953000.00,853200.00,10456100.00,3392100.00,24.49,307,76.37
19648,Новосибирск,Москва,2017-06-20 14:20:00.000 +0300,420000.00,2492000.00,476000.00,10514000.00,3388000.00,24.37,298,74.13
10582,Москва,Екатеринбург,2017-05-18 12:50:00.000 +0300,387900.00,2433600.00,561200.00,3749900.00,3382700.00,47.43,201,50.00
10622,Москва,Екатеринбург,2017-05-20 12:50:00.000 +0300,560300.00,2275200.00,512400.00,3790300.00,3347900.00,46.90,210,52.24
19630,Новосибирск,Москва,2017-08-06 14:20:00.000 +0300,252000.00,2604000.00,476000.00,10570000.00,3332000.00,23.97,296,73.63
19494,Новосибирск,Москва,2017-06-27 11:50:00.000 +0300,251100.00,2455200.00,616200.00,10531300.00,3322500.00,23.98,298,74.13
10543,Москва,Екатеринбург,2017-05-22 12:50:00.000 +0300,603400.00,2188800.00,488000.00,3853800.00,3280200.00,45.98,216,53.73
10429,Москва,Новосибирск,2017-07-15 11:45:00.000 +0300,672000.00,2156000.00,428400.00,10648400.00,3256400.00,23.42,308,76.62
28845,Пермь,Москва,2017-05-26 18:55:00.000 +0300,560000.00,1977300.00,696500.00,2566600.00,3233800.00,55.75,182,45.27
19536,Новосибирск,Москва,2017-07-11 11:50:00.000 +0300,585900.00,2120400.00,521400.00,10626100.00,3227700.00,23.30,308,76.62
60688,Сочи,Москва,2017-05-26 18:15:00.000 +0300,589400.00,2072000.00,549700.00,3746300.00,3211100.00,46.15,217,53.98
19559,Новосибирск,Москва,2017-08-13 11:50:00.000 +0300,669600.00,2064600.00,474000.00,10637200.00,3208200.00,23.17,310,77.11
541,Москва,Новосибирск,2017-05-27 11:05:00.000 +0300,418500.00,2259900.00,521400.00,10654000.00,3199800.00,23.10,305,75.87
507,Москва,Новосибирск,2017-08-07 11:05:00.000 +0300,585900.00,2176200.00,426600.00,10665100.00,3188700.00,23.02,308,76.62
19493,Новосибирск,Москва,2017-07-12 11:50:00.000 +0300,753300.00,1729800.00,663600.00,10707100.00,3146700.00,22.71,317,78.86
19576,Новосибирск,Москва,2017-05-31 11:50:00.000 +0300,753300.00,1785600.00,568800.00,10746100.00,3107700.00,22.43,317,78.86
511,Москва,Новосибирск,2017-06-25 11:05:00.000 +0300,502200.00,2064600.00,521400.00,10760000.00,3088200.00,22.30,311,77.36
19680,Новосибирск,Москва,2017-07-05 14:20:00.000 +0300,504000.00,2016000.00,523600.00,10858400.00,3043600.00,21.89,313,77.86
10579,Москва,Екатеринбург,2017-05-19 12:50:00.000 +0300,560300.00,1987200.00,488000.00,4102700.00,3035500.00,42.52,231,57.46
19495,Новосибирск,Москва,2017-07-19 11:50:00.000 +0300,669600.00,1841400.00,521400.00,10824200.00,3032400.00,21.88,317,78.86
19511,Новосибирск,Москва,2017-07-22 11:50:00.000 +0300,753300.00,1757700.00,521400.00,10818600.00,3032400.00,21.89,319,79.35
19492,Новосибирск,Москва,2017-06-18 11:50:00.000 +0300,502200.00,2008800.00,521400.00,10818600.00,3032400.00,21.89,313,77.86
10521,Москва,Екатеринбург,2017-05-23 12:50:00.000 +0300,560300.00,1886400.00,561200.00,4133100.00,3007900.00,42.12,235,58.46
19574,Новосибирск,Москва,2017-06-15 11:50:00.000 +0300,251100.00,2204100.00,521400.00,10874400.00,2976600.00,21.49,309,76.87
21639,Екатеринбург,Москва,2017-05-25 08:10:00.000 +0300,431000.00,1987200.00,536800.00,4186000.00,2955000.00,41.38,232,57.71
548,Москва,Новосибирск,2017-05-30 11:05:00.000 +0300,753300.00,1869300.00,331800.00,10891000.00,2954400.00,21.34,319,79.35
19545,Новосибирск,Москва,2017-07-09 11:50:00.000 +0300,920700.00,1646100.00,379200.00,10907800.00,2946000.00,21.26,324,80.60
15407,Москва,Сочи,2017-05-18 17:05:00.000 +0300,589400.00,1750000.00,573600.00,4044400.00,2913000.00,41.87,239,59.45
15385,Москва,Сочи,2017-05-22 17:05:00.000 +0300,631500.00,1694000.00,573600.00,4058300.00,2899100.00,41.67,242,60.20
19556,Новосибирск,Москва,2017-08-02 11:50:00.000 +0300,502200.00,1869300.00,521400.00,10960900.00,2892900.00,20.88,318,79.10
19537,Новосибирск,Москва,2017-06-01 11:50:00.000 +0300,753300.00,1757700.00,379200.00,10963600.00,2890200.00,20.86,322,80.10
496,Москва,Новосибирск,2017-07-01 11:05:00.000 +0300,753300.00,1562400.00,568800.00,10966500.00,2884500.00,20.83,325,80.85
19512,Новосибирск,Москва,2017-07-14 11:50:00.000 +0300,920700.00,1534500.00,426600.00,10969200.00,2881800.00,20.81,327,81.34
598,Москва,Новосибирск,2017-07-20 11:05:00.000 +0300,669600.00,1590300.00,616200.00,10972100.00,2876100.00,20.77,324,80.60
10406,Москва,Новосибирск,2017-06-25 11:45:00.000 +0300,168000.00,1988000.00,714000.00,11026400.00,2870000.00,20.65,314,78.11
10456,Москва,Новосибирск,2017-08-11 11:45:00.000 +0300,504000.00,1848000.00,476000.00,11074000.00,2828000.00,20.34,320,79.60
15305,Москва,Сочи,2017-05-19 17:05:00.000 +0300,547300.00,1736000.00,501900.00,4169400.00,2785200.00,40.05,244,60.70
15351,Москва,Сочи,2017-05-17 17:05:00.000 +0300,505200.00,1834000.00,430200.00,4188000.00,2769400.00,39.81,241,59.95
533,Москва,Новосибирск,2017-07-27 11:05:00.000 +0300,585900.00,2064600.00,94800.00,11108500.00,2745300.00,19.82,319,79.35
553,Москва,Новосибирск,2017-08-12 11:05:00.000 +0300,753300.00,1534500.00,426600.00,11136600.00,2714400.00,19.60,329,81.84
15301,Москва,Сочи,2017-05-21 17:05:00.000 +0300,378900.00,1708000.00,621400.00,4250500.00,2708300.00,38.92,245,60.95
28893,Пермь,Москва,2017-05-27 18:55:00.000 +0300,455000.00,1790100.00,457700.00,3097600.00,2702800.00,46.60,213,52.99
19472,Новосибирск,Москва,2017-06-28 11:50:00.000 +0300,669600.00,1729800.00,284400.00,11172800.00,2683800.00,19.37,326,81.09
19579,Новосибирск,Москва,2017-08-09 11:50:00.000 +0300,334800.00,1869300.00,474000.00,11172900.00,2678100.00,19.34,321,79.85
538,Москва,Новосибирск,2017-06-05 11:05:00.000 +0300,585900.00,1757700.00,331800.00,11172800.00,2675400.00,19.32,325,80.85
19541,Новосибирск,Москва,2017-06-22 11:50:00.000 +0300,502200.00,1534500.00,616200.00,11200900.00,2652900.00,19.15,328,81.59
19535,Новосибирск,Москва,2017-07-05 11:50:00.000 +0300,251100.00,1869300.00,521400.00,11214800.00,2641800.00,19.07,321,79.85
554,Москва,Новосибирск,2017-06-21 11:05:00.000 +0300,502200.00,1897200.00,237000.00,11217400.00,2636400.00,19.03,323,80.35
495,Москва,Новосибирск,2017-06-27 11:05:00.000 +0300,334800.00,1869300.00,426600.00,11225900.00,2630700.00,18.99,322,80.10
19480,Новосибирск,Москва,2017-08-03 11:50:00.000 +0300,502200.00,1590300.00,521400.00,11239900.00,2613900.00,18.87,328,81.59
19569,Новосибирск,Москва,2017-08-04 11:50:00.000 +0300,502200.00,1729800.00,379200.00,11234200.00,2611200.00,18.86,326,81.09
19573,Новосибирск,Москва,2017-06-23 11:50:00.000 +0300,502200.00,1813500.00,284400.00,11256500.00,2600100.00,18.76,325,80.85
503,Москва,Новосибирск,2017-08-10 11:05:00.000 +0300,334800.00,1674000.00,568800.00,11281800.00,2577600.00,18.60,326,81.09
19548,Новосибирск,Москва,2017-06-25 11:50:00.000 +0300,251100.00,1897200.00,426600.00,11276100.00,2574900.00,18.59,322,80.10
19527,Новосибирск,Москва,2017-06-04 11:50:00.000 +0300,334800.00,1618200.00,616200.00,11284600.00,2569200.00,18.55,327,81.34
15390,Москва,Сочи,2017-05-20 17:05:00.000 +0300,336800.00,1722000.00,501900.00,4395300.00,2560700.00,36.81,250,62.19
21666,Екатеринбург,Москва,2017-05-27 08:10:00.000 +0300,560300.00,1670400.00,317200.00,4590300.00,2547900.00,35.69,260,64.68
10565,Москва,Екатеринбург,2017-05-24 12:50:00.000 +0300,517200.00,1670400.00,341600.00,4613200.00,2529200.00,35.41,260,64.68
19466,Новосибирск,Москва,2017-07-07 11:50:00.000 +0300,753300.00,1395000.00,379200.00,11331900.00,2527500.00,18.24,335,83.33
575,Москва,Новосибирск,2017-07-14 11:05:00.000 +0300,251100.00,1897200.00,379200.00,11331900.00,2527500.00,18.24,323,80.35
19465,Новосибирск,Москва,2017-08-11 11:50:00.000 +0300,334800.00,1757700.00,426600.00,11334700.00,2519100.00,18.18,326,81.09
19481,Новосибирск,Москва,2017-06-29 11:50:00.000 +0300,334800.00,1897200.00,284400.00,11334600.00,2516400.00,18.17,324,80.60
19488,Новосибирск,Москва,2017-06-06 11:50:00.000 +0300,585900.00,1450800.00,474000.00,11345900.00,2510700.00,18.12,333,82.84
21594,Екатеринбург,Москва,2017-05-26 08:10:00.000 +0300,344800.00,1843200.00,317200.00,4634400.00,2505200.00,35.09,253,62.94
19521,Новосибирск,Москва,2017-08-10 11:50:00.000 +0300,502200.00,1757700.00,237000.00,11356900.00,2496900.00,18.02,328,81.59
60644,Сочи,Москва,2017-05-27 18:15:00.000 +0300,294700.00,1834000.00,358500.00,4467400.00,2487200.00,35.76,249,61.94
504,Москва,Новосибирск,2017-08-15 11:05:00.000 +0300,837000.00,1311300.00,331800.00,11373700.00,2480100.00,17.90,338,84.08
19578,Новосибирск,Москва,2017-07-25 11:50:00.000 +0300,585900.00,1506600.00,379200.00,11382100.00,2471700.00,17.84,333,82.84
19539,Новосибирск,Москва,2017-05-29 11:50:00.000 +0300,502200.00,1674000.00,284400.00,11393200.00,2460600.00,17.76,330,82.09
19549,Новосибирск,Москва,2017-07-17 11:50:00.000 +0300,167400.00,1813500.00,474000.00,11398900.00,2454900.00,17.72,325,80.85
19489,Новосибирск,Москва,2017-06-09 11:50:00.000 +0300,502200.00,1618200.00,331800.00,11404400.00,2452200.00,17.70,331,82.34
576,Москва,Новосибирск,2017-08-14 11:05:00.000 +0300,502200.00,1506600.00,426600.00,11415600.00,2435400.00,17.58,333,82.84
497,Москва,Новосибирск,2017-07-24 11:05:00.000 +0300,334800.00,1562400.00,521400.00,11432400.00,2418600.00,17.46,331,82.34
577,Москва,Новосибирск,2017-07-15 11:05:00.000 +0300,418500.00,1618200.00,379200.00,11440700.00,2415900.00,17.44,331,82.34
19580,Новосибирск,Москва,2017-07-03 11:50:00.000 +0300,418500.00,1618200.00,379200.00,11435100.00,2415900.00,17.44,331,82.34
487,Москва,Новосибирск,2017-08-03 11:05:00.000 +0300,334800.00,1701900.00,379200.00,11435100.00,2415900.00,17.44,329,81.84
19508,Новосибирск,Москва,2017-06-10 11:50:00.000 +0300,585900.00,1450800.00,379200.00,11435100.00,2415900.00,17.44,335,83.33
528,Москва,Новосибирск,2017-07-09 11:05:00.000 +0300,502200.00,1674000.00,237000.00,11446200.00,2413200.00,17.41,331,82.34
15399,Москва,Сочи,2017-05-23 17:05:00.000 +0300,463100.00,1540000.00,406300.00,4549400.00,2409400.00,34.62,264,65.67
532,Москва,Новосибирск,2017-07-19 11:05:00.000 +0300,502200.00,1478700.00,426600.00,11443500.00,2407500.00,17.38,334,83.08
28935,Пермь,Москва,2017-05-28 18:55:00.000 +0300,455000.00,1591200.00,358200.00,3399300.00,2404400.00,41.43,235,58.46
28835,Пермь,Москва,2017-06-14 18:55:00.000 +0300,455000.00,1544400.00,398000.00,3407400.00,2397400.00,41.30,237,58.96
28816,Пермь,Москва,2017-06-03 18:55:00.000 +0300,385000.00,1567800.00,437800.00,3415300.00,2390600.00,41.18,235,58.46
28817,Пермь,Москва,2017-06-29 18:55:00.000 +0300,455000.00,1509300.00,417900.00,3419300.00,2382200.00,41.06,239,59.45
550,Москва,Новосибирск,2017-07-18 11:05:00.000 +0300,669600.00,1422900.00,284400.00,11471300.00,2376900.00,17.16,337,83.83
15312,Москва,Сочи,2017-05-24 17:05:00.000 +0300,547300.00,1540000.00,286800.00,4581900.00,2374100.00,34.13,267,66.42
19473,Новосибирск,Москва,2017-07-29 11:50:00.000 +0300,334800.00,1562400.00,474000.00,11488200.00,2371200.00,17.11,332,82.59
520,Москва,Новосибирск,2017-07-28 11:05:00.000 +0300,251100.00,1674000.00,426600.00,11499300.00,2351700.00,16.98,330,82.09
544,Москва,Новосибирск,2017-06-18 11:05:00.000 +0300,418500.00,1646100.00,284400.00,11496400.00,2349000.00,16.97,332,82.59
6915,Москва,Пермь,2017-05-19 11:00:00.000 +0300,385000.00,1521000.00,437800.00,3457700.00,2343800.00,40.40,239,59.45
60702,Сочи,Москва,2017-05-28 18:15:00.000 +0300,505200.00,1428000.00,406300.00,4617900.00,2339500.00,33.63,271,67.41
28842,Пермь,Москва,2017-07-06 18:55:00.000 +0300,630000.00,1380600.00,318400.00,3475800.00,2329000.00,40.12,250,62.19
549,Москва,Новосибирск,2017-08-01 11:05:00.000 +0300,418500.00,1478700.00,426600.00,11530000.00,2323800.00,16.77,335,83.33
524,Москва,Новосибирск,2017-06-01 11:05:00.000 +0300,502200.00,1395000.00,426600.00,11524400.00,2323800.00,16.78,337,83.83
19540,Новосибирск,Москва,2017-07-23 11:50:00.000 +0300,334800.00,1562400.00,426600.00,11521600.00,2323800.00,16.78,333,82.84
19518,Новосибирск,Москва,2017-08-05 11:50:00.000 +0300,502200.00,1478700.00,331800.00,11541100.00,2312700.00,16.69,336,83.58
19566,Новосибирск,Москва,2017-06-02 11:50:00.000 +0300,418500.00,1367100.00,521400.00,11546800.00,2307000.00,16.65,337,83.83
6978,Москва,Пермь,2017-05-21 11:00:00.000 +0300,420000.00,1474200.00,398000.00,3510400.00,2292200.00,39.50,244,60.70
19542,Новосибирск,Москва,2017-06-03 11:50:00.000 +0300,251100.00,1506600.00,521400.00,11574700.00,2279100.00,16.45,334,83.08
518,Москва,Новосибирск,2017-07-10 11:05:00.000 +0300,334800.00,1422900.00,521400.00,11574700.00,2279100.00,16.45,336,83.58
6960,Москва,Пермь,2017-05-18 11:00:00.000 +0300,420000.00,1380600.00,477600.00,3528800.00,2278200.00,39.23,248,61.69
562,Москва,Новосибирск,2017-06-13 11:05:00.000 +0300,251100.00,1646100.00,379200.00,11577400.00,2276400.00,16.43,332,82.59
19470,Новосибирск,Москва,2017-08-15 11:50:00.000 +0300,418500.00,1618200.00,237000.00,11577300.00,2273700.00,16.42,334,83.08
19510,Новосибирск,Москва,2017-06-05 11:50:00.000 +0300,334800.00,1367100.00,568800.00,11585900.00,2270700.00,16.39,337,83.83
28934,Пермь,Москва,2017-07-31 18:55:00.000 +0300,420000.00,1485900.00,358200.00,3540700.00,2264100.00,39.00,245,60.95
28896,Пермь,Москва,2017-07-05 18:55:00.000 +0300,420000.00,1404000.00,437800.00,3541900.00,2261800.00,38.97,248,61.69
605,Москва,Новосибирск,2017-07-06 11:05:00.000 +0300,418500.00,1506600.00,331800.00,11602500.00,2256900.00,16.28,336,83.58
558,Москва,Новосибирск,2017-05-31 11:05:00.000 +0300,418500.00,1450800.00,379200.00,11605300.00,2248500.00,16.23,337,83.83
28850,Пермь,Москва,2017-07-15 18:55:00.000 +0300,350000.00,1439100.00,457700.00,3553600.00,2246800.00,38.74,246,61.19
28890,Пермь,Москва,2017-06-30 18:55:00.000 +0300,245000.00,1521000.00,477600.00,3560100.00,2243600.00,38.66,241,59.95
19487,Новосибирск,Москва,2017-06-20 11:50:00.000 +0300,251100.00,1562400.00,426600.00,11610900.00,2240100.00,16.17,334,83.08
19553,Новосибирск,Москва,2017-08-14 11:50:00.000 +0300,669600.00,1143900.00,426600.00,11619300.00,2240100.00,16.16,344,85.57
10616,Москва,Екатеринбург,2017-05-25 12:50:00.000 +0300,301700.00,1425600.00,512400.00,4904100.00,2239700.00,31.35,275,68.41
28924,Пермь,Москва,2017-05-31 18:55:00.000 +0300,350000.00,1427400.00,457700.00,3569700.00,2235100.00,38.50,247,61.44
582,Москва,Новосибирск,2017-06-12 11:05:00.000 +0300,418500.00,1674000.00,142200.00,11624700.00,2234700.00,16.12,334,83.08
19483,Новосибирск,Москва,2017-07-21 11:50:00.000 +0300,167400.00,1534500.00,521400.00,11624900.00,2223300.00,16.05,334,83.08
587,Москва,Новосибирск,2017-06-28 11:05:00.000 +0300,418500.00,1422900.00,379200.00,11633200.00,2220600.00,16.03,338,84.08
19464,Новосибирск,Москва,2017-06-19 11:50:00.000 +0300,418500.00,1422900.00,379200.00,11636000.00,2220600.00,16.03,338,84.08
19525,Новосибирск,Москва,2017-06-11 11:50:00.000 +0300,83700.00,1562400.00,568800.00,11636100.00,2214900.00,15.99,333,82.84
19538,Новосибирск,Москва,2017-06-12 11:50:00.000 +0300,585900.00,1339200.00,284400.00,11649900.00,2209500.00,15.94,341,84.83
28833,Пермь,Москва,2017-08-07 18:55:00.000 +0300,455000.00,1415700.00,338300.00,3593600.00,2209000.00,38.07,251,62.44
6941,Москва,Пермь,2017-05-24 11:00:00.000 +0300,525000.00,1333800.00,338300.00,3605500.00,2197100.00,37.86,256,63.68
19479,Новосибирск,Москва,2017-07-13 11:50:00.000 +0300,251100.00,1562400.00,379200.00,11661100.00,2192700.00,15.83,335,83.33
19507,Новосибирск,Москва,2017-07-31 11:50:00.000 +0300,418500.00,1395000.00,379200.00,11658300.00,2192700.00,15.83,339,84.33
6903,Москва,Пермь,2017-06-04 11:00:00.000 +0300,490000.00,1415700.00,278600.00,3623800.00,2184300.00,37.61,253,62.94
19523,Новосибирск,Москва,2017-07-18 11:50:00.000 +0300,251100.00,1311300.00,616200.00,11680800.00,2178600.00,15.72,339,84.33
529,Москва,Новосибирск,2017-07-21 11:05:00.000 +0300,418500.00,1422900.00,331800.00,11677800.00,2173200.00,15.69,339,84.33
566,Москва,Новосибирск,2017-07-25 11:05:00.000 +0300,502200.00,1478700.00,189600.00,11686100.00,2170500.00,15.66,339,84.33
21638,Екатеринбург,Москва,2017-05-28 08:10:00.000 +0300,474100.00,1353600.00,341600.00,4967500.00,2169300.00,30.40,283,70.40
6897,Москва,Пермь,2017-05-20 11:00:00.000 +0300,315000.00,1392300.00,457700.00,3642000.00,2165000.00,37.28,251,62.44
6866,Москва,Пермь,2017-05-22 11:00:00.000 +0300,420000.00,1485900.00,258700.00,3641300.00,2164600.00,37.28,250,62.19
28897,Пермь,Москва,2017-07-19 18:55:00.000 +0300,420000.00,1380600.00,358200.00,3646000.00,2158800.00,37.19,254,63.18
28870,Пермь,Москва,2017-07-23 18:55:00.000 +0300,455000.00,1322100.00,378100.00,3651800.00,2155200.00,37.11,257,63.93
28868,Пермь,Москва,2017-06-05 18:55:00.000 +0300,350000.00,1380600.00,417900.00,3659600.00,2148500.00,36.99,253,62.94
15377,Москва,Сочи,2017-05-25 17:05:00.000 +0300,378900.00,1386000.00,382400.00,4810100.00,2147300.00,30.86,278,69.15
499,Москва,Новосибирск,2017-06-17 11:05:00.000 +0300,418500.00,1395000.00,331800.00,11705700.00,2145300.00,15.49,340,84.58
546,Москва,Новосибирск,2017-07-02 11:05:00.000 +0300,251100.00,1646100.00,237000.00,11722400.00,2134200.00,15.40,335,83.33
510,Москва,Новосибирск,2017-06-23 11:05:00.000 +0300,167400.00,1395000.00,568800.00,11725400.00,2131200.00,15.38,338,84.08
552,Москва,Новосибирск,2017-07-13 11:05:00.000 +0300,418500.00,1143900.00,568800.00,11722600.00,2131200.00,15.38,344,85.57
6863,Москва,Пермь,2017-05-17 11:00:00.000 +0300,350000.00,1333800.00,437800.00,3684300.00,2121600.00,36.54,256,63.68
60722,Сочи,Москва,2017-07-26 18:15:00.000 +0300,589400.00,1148000.00,382400.00,4839000.00,2119800.00,30.46,290,72.14
28894,Пермь,Москва,2017-06-15 18:55:00.000 +0300,350000.00,1450800.00,318400.00,3686700.00,2119200.00,36.50,252,62.69
589,Москва,Новосибирск,2017-06-07 11:05:00.000 +0300,334800.00,1450800.00,331800.00,11739200.00,2117400.00,15.28,339,84.33
60618,Сочи,Москва,2017-08-06 18:15:00.000 +0300,421000.00,1456000.00,239000.00,4840000.00,2116000.00,30.42,278,69.15
6962,Москва,Пермь,2017-05-28 11:00:00.000 +0300,490000.00,1287000.00,338300.00,3691700.00,2115300.00,36.43,261,64.93
28907,Пермь,Москва,2017-07-04 18:55:00.000 +0300,280000.00,1474200.00,358200.00,3690200.00,2112400.00,36.40,250,62.19
19563,Новосибирск,Москва,2017-07-10 11:50:00.000 +0300,167400.00,1562400.00,379200.00,11744800.00,2109000.00,15.22,336,83.58
28821,Пермь,Москва,2017-06-01 18:55:00.000 +0300,385000.00,1462500.00,258700.00,3699700.00,2106200.00,36.28,253,62.94
6939,Москва,Пермь,2017-08-14 11:00:00.000 +0300,455000.00,1228500.00,417900.00,3703400.00,2101400.00,36.20,263,65.42
6951,Москва,Пермь,2017-05-23 11:00:00.000 +0300,350000.00,1450800.00,298500.00,3704400.00,2099300.00,36.17,253,62.94
28871,Пермь,Москва,2017-06-07 18:55:00.000 +0300,385000.00,1392300.00,318400.00,3709100.00,2095700.00,36.10,256,63.68
591,Москва,Новосибирск,2017-07-03 11:05:00.000 +0300,251100.00,1506600.00,331800.00,11761500.00,2089500.00,15.09,338,84.08
6970,Москва,Пермь,2017-07-19 11:00:00.000 +0300,420000.00,1345500.00,318400.00,3720900.00,2083900.00,35.90,259,64.43
28841,Пермь,Москва,2017-08-10 18:55:00.000 +0300,420000.00,1404000.00,258700.00,3723200.00,2082700.00,35.87,257,63.93
493,Москва,Новосибирск,2017-08-04 11:05:00.000 +0300,418500.00,1422900.00,237000.00,11775400.00,2078400.00,15.00,341,84.83
28930,Пермь,Москва,2017-07-27 18:55:00.000 +0300,315000.00,1462500.00,298500.00,3728800.00,2076000.00,35.76,253,62.94
19558,Новосибирск,Москва,2017-07-15 11:50:00.000 +0300,251100.00,1395000.00,426600.00,11778300.00,2072700.00,14.96,340,84.58
580,Москва,Новосибирск,2017-06-14 11:05:00.000 +0300,418500.00,1367100.00,284400.00,11783800.00,2070000.00,14.94,342,85.07
28928,Пермь,Москва,2017-05-29 18:55:00.000 +0300,385000.00,1345500.00,338300.00,3734900.00,2068800.00,35.65,259,64.43
6946,Москва,Пермь,2017-06-20 11:00:00.000 +0300,455000.00,1275300.00,338300.00,3735100.00,2068600.00,35.64,263,65.42
28849,Пермь,Москва,2017-07-30 18:55:00.000 +0300,420000.00,1404000.00,238800.00,3742000.00,2062800.00,35.54,258,64.18
6923,Москва,Пермь,2017-05-29 11:00:00.000 +0300,315000.00,1322100.00,417900.00,3746500.00,2055000.00,35.42,259,64.43
6922,Москва,Пермь,2017-06-26 11:00:00.000 +0300,315000.00,1439100.00,298500.00,3752200.00,2052600.00,35.36,255,63.43
